sgrna	gene	S1	S2	S3_5	B1	B2	B3	B4	B5	M1	M2	M3_5	input_rep1	input_rep2	input_rep3	d5_rep1	d5_rep2	d5_rep3	d15_rep1	d15_rep2	d15_rep3
gRNA_8857	Pik3ca	154.0	226.0	223.0	5.0	36.0	84.0	34.0	0.0	0.0	0.0	7.0	34.0	87.0	3.0	0.0	199.0	100.0	3.0	52.0	53.0
gRNA_8858	Pik3ca	816.0	1602.0	1017.0	2778.0	110.0	343.0	212.0	4137.0	390.0	172.0	71.0	114.0	158.0	18.0	0.0	350.0	87.0	4.0	43.0	52.0
gRNA_8861	Pik3ca	579.0	431.0	297.0	489.0	368.0	182.0	82.0	2.0	6.0	75.0	0.0	183.0	257.0	39.0	6.0	286.0	38.0	3.0	41.0	42.0
gRNA_8862	Pik3ca	478.0	390.0	74.0	201.0	138.0	39.0	1.0	0.0	5.0	3773.0	12.0	3.0	24.0	3.0	3.0	2.0	6.0	1.0	0.0	2.0
gRNA_8867	Pik3ca	627.0	444.0	469.0	131.0	76.0	161.0	113.0	2.0	3.0	107.0	105.0	62.0	61.0	7.0	1.0	257.0	47.0	0.0	35.0	54.0
gRNA_8868	Pik3ca	396.0	152.0	270.0	596.0	8.0	135.0	257.0	2.0	10.0	0.0	1.0	21.0	11.0	19.0	3.0	788.0	372.0	70.0	226.0	255.0
gRNA_8869	Pik3ca	1218.0	1644.0	135.0	899.0	826.0	188.0	357.0	3.0	19.0	100.0	0.0	60.0	8.0	1.0	0.0	67.0	20.0	2.0	4.0	10.0
gRNA_8891	Pik3cb	880.0	1775.0	870.0	1187.0	85.0	2388.0	339.0	839.0	386.0	174.0	313.0	76.0	158.0	23.0	8.0	2399.0	1023.0	27.0	959.0	718.0
gRNA_8893	Pik3cb	1211.0	1260.0	1981.0	1905.0	650.0	3902.0	740.0	453.0	55.0	783.0	35.0	255.0	69.0	12.0	14.0	1630.0	305.0	15.0	619.0	643.0
gRNA_8895	Pik3cb	1017.0	1531.0	1563.0	2617.0	161.0	2030.0	464.0	8.0	47.0	117.0	56.0	215.0	244.0	29.0	3.0	1019.0	470.0	10.0	509.0	345.0
gRNA_8896	Pik3cb	337.0	353.0	45.0	705.0	11.0	88.0	2.0	22.0	19.0	0.0	1.0	191.0	277.0	21.0	1.0	758.0	190.0	4.0	230.0	275.0
gRNA_8897	Pik3cb	22.0	289.0	2.0	15.0	56.0	0.0	0.0	49.0	3.0	116.0	547.0	52.0	161.0	20.0	1.0	35.0	13.0	1.0	2.0	9.0
gRNA_8935	Pik3cd	817.0	851.0	488.0	220.0	139.0	104.0	41.0	2329.0	151.0	6.0	2.0	238.0	417.0	30.0	2.0	901.0	264.0	4.0	177.0	235.0
gRNA_8936	Pik3cd	3917.0	5378.0	1606.0	3722.0	944.0	2850.0	1295.0	23002.0	1558.0	118.0	138.0	234.0	441.0	42.0	12.0	530.0	209.0	11.0	267.0	183.0
gRNA_8997	Pik3cg	1243.0	1351.0	1255.0	1197.0	622.0	1240.0	797.0	1071.0	364.0	434.0	577.0	1.0	1.0	2.0	3.0	3180.0	2108.0	66.0	2517.0	1811.0
gRNA_8998	Pik3cg	476.0	2292.0	607.0	717.0	673.0	182.0	240.0	16.0	27.0	14.0	1.0	6.0	1.0	1.0	1.0	1248.0	571.0	17.0	1193.0	635.0
gRNA_8999	Pik3cg	265.0	551.0	114.0	58.0	17.0	377.0	167.0	62.0	9.0	197.0	0.0	15.0	94.0	6.0	1.0	296.0	178.0	5.0	115.0	23.0
gRNA_9000	Pik3cg	830.0	530.0	660.0	98.0	202.0	1690.0	4588.0	1458.0	182.0	61.0	0.0	117.0	115.0	10.0	6.0	603.0	366.0	16.0	481.0	296.0
gRNA_9037	Pik3r1	385.0	594.0	162.0	374.0	366.0	308.0	1005.0	353.0	150.0	217.0	140.0	177.0	70.0	6.0	2.0	371.0	97.0	2.0	157.0	280.0
gRNA_9041	Pik3r1	3665.0	4530.0	3638.0	1491.0	1447.0	1947.0	3901.0	1960.0	172.0	155.0	250.0	0.0	1.0	4.0	4.0	753.0	595.0	17.0	267.0	278.0
gRNA_9055	Pik3r1	485.0	310.0	329.0	394.0	31.0	76.0	257.0	19.0	4.0	0.0	0.0	1.0	1.0	0.0	4.0	540.0	124.0	4.0	59.0	109.0
gRNA_9056	Pik3r1	1940.0	418.0	1628.0	395.0	136.0	5019.0	94.0	153.0	40.0	55.0	3.0	105.0	136.0	20.0	7.0	479.0	144.0	6.0	225.0	318.0
gRNA_9063	Pik3r1	4608.0	2528.0	2074.0	10674.0	460.0	1438.0	4397.0	1388.0	234.0	9193.0	46.0	81.0	135.0	12.0	10.0	3962.0	1891.0	52.0	1594.0	1852.0
gRNA_9064	Pik3r1	3755.0	2056.0	3397.0	4115.0	482.0	1070.0	4196.0	2325.0	380.0	22999.0	32668.0	375.0	661.0	114.0	36.0	861.0	351.0	41.0	292.0	265.0
gRNA_9084	Pik3r2	2758.0	1576.0	1378.0	1550.0	478.0	336.0	1147.0	2117.0	529.0	594.0	1151.0	178.0	160.0	24.0	8.0	865.0	326.0	41.0	517.0	358.0
gRNA_9085	Pik3r2	517.0	573.0	745.0	877.0	227.0	954.0	898.0	388.0	42.0	1450.0	15.0	62.0	216.0	26.0	1.0	440.0	230.0	15.0	161.0	89.0
gRNA_9105	Pik3r2	1251.0	1313.0	641.0	587.0	173.0	659.0	819.0	14256.0	1021.0	269.0	373.0	147.0	90.0	11.0	9.0	723.0	255.0	11.0	554.0	247.0
gRNA_9114	Pik3r3	1861.0	768.0	961.0	554.0	160.0	528.0	134.0	30.0	12.0	6.0	1.0	0.0	0.0	0.0	13.0	1233.0	985.0	60.0	1428.0	1391.0
gRNA_9115	Pik3r3	340.0	917.0	296.0	387.0	277.0	114.0	107.0	8.0	4.0	881.0	4.0	92.0	130.0	11.0	2.0	1094.0	431.0	21.0	707.0	494.0
gRNA_9116	Pik3r3	1292.0	80.0	203.0	375.0	16.0	114.0	143.0	735.0	50.0	0.0	0.0	33.0	377.0	40.0	2.0	279.0	73.0	2.0	504.0	85.0
gRNA_9286	Pms2	2600.0	857.0	635.0	1062.0	278.0	425.0	4359.0	410.0	274.0	108.0	117.0	74.0	116.0	24.0	5.0	1297.0	929.0	9.0	676.0	416.0
gRNA_9392	Pole	645.0	525.0	640.0	234.0	84.0	343.0	155.0	3.0	541.0	0.0	2.0	45.0	138.0	7.0	1.0	1143.0	422.0	16.0	438.0	276.0
gRNA_9410	Pot1b	1344.0	2682.0	1646.0	1751.0	1797.0	1943.0	3909.0	6023.0	580.0	1047.0	3965.0	143.0	133.0	22.0	8.0	1228.0	574.0	33.0	265.0	535.0
gRNA_9411	Pot1b	667.0	342.0	327.0	454.0	438.0	130.0	537.0	373.0	42.0	0.0	136.0	26.0	114.0	43.0	5.0	1651.0	625.0	18.0	1060.0	843.0
gRNA_9513	Prdm1	940.0	633.0	2514.0	3626.0	154.0	1094.0	2740.0	137.0	60.0	18.0	28779.0	153.0	102.0	34.0	34.0	502.0	151.0	19.0	252.0	220.0
gRNA_9611	Prkd1	700.0	977.0	474.0	350.0	78.0	699.0	870.0	10.0	7.0	85.0	1.0	64.0	64.0	10.0	2.0	1569.0	940.0	49.0	915.0	724.0
gRNA_9612	Prkd1	1449.0	1603.0	2314.0	381.0	594.0	2421.0	1201.0	219.0	28.0	21797.0	59.0	93.0	96.0	14.0	3.0	557.0	215.0	8.0	326.0	157.0
gRNA_9624	Prkd1	738.0	565.0	537.0	373.0	23.0	2227.0	30.0	84.0	11.0	1651.0	94.0	80.0	253.0	23.0	5.0	5.0	1.0	3.0	7.0	4.0
gRNA_9625	Prkd1	902.0	931.0	1842.0	1870.0	143.0	1011.0	880.0	74.0	27.0	18.0	288.0	313.0	320.0	36.0	2.0	134.0	21.0	3.0	30.0	48.0
gRNA_9703	Ptpn1	258.0	842.0	1078.0	380.0	86.0	1718.0	210.0	51.0	14.0	374.0	0.0	349.0	447.0	47.0	14.0	1290.0	648.0	20.0	479.0	413.0
gRNA_9705	Ptpn11	783.0	1402.0	571.0	1688.0	522.0	382.0	423.0	4594.0	542.0	816.0	1391.0	605.0	510.0	44.0	7.0	777.0	196.0	13.0	251.0	126.0
gRNA_9706	Ptpn11	6107.0	4723.0	13666.0	5949.0	742.0	19282.0	5357.0	9139.0	848.0	523.0	5761.0	469.0	321.0	45.0	38.0	2234.0	1032.0	29.0	938.0	810.0
gRNA_9730	Ptpn11	250.0	601.0	129.0	78.0	427.0	145.0	38.0	2.0	4.0	6438.0	21.0	7.0	128.0	15.0	3.0	438.0	67.0	3.0	148.0	79.0
gRNA_9744	Ptpn11	158.0	616.0	168.0	266.0	130.0	361.0	31.0	683.0	70.0	57.0	151.0	61.0	104.0	12.0	1.0	356.0	160.0	3.0	42.0	152.0
gRNA_9745	Ptpn11	362.0	280.0	277.0	195.0	74.0	421.0	349.0	483.0	49.0	8.0	1.0	108.0	119.0	9.0	2.0	212.0	29.0	1.0	17.0	41.0
gRNA_9838	Ptprd	2591.0	1782.0	1193.0	1368.0	213.0	1265.0	2004.0	5180.0	509.0	323.0	6000.0	4.0	7.0	9.0	8.0	195.0	16.0	7.0	38.0	29.0
gRNA_9875	Ptprd	318.0	805.0	269.0	131.0	294.0	142.0	897.0	749.0	70.0	73.0	101.0	44.0	80.0	32.0	4.0	100.0	11.0	1.0	29.0	38.0
gRNA_9876	Ptprd	357.0	803.0	554.0	169.0	82.0	1671.0	152.0	49.0	16.0	28.0	267.0	54.0	251.0	27.0	1.0	41.0	3.0	3.0	13.0	1.0
gRNA_9881	Ptprd	56.0	103.0	18.0	31.0	37.0	21.0	1.0	0.0	3.0	2.0	0.0	26.0	105.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0
gRNA_10049	Ptprt	1589.0	2646.0	2841.0	5860.0	168.0	930.0	5269.0	10560.0	854.0	2033.0	1295.0	322.0	302.0	31.0	10.0	1094.0	552.0	24.0	582.0	1062.0
gRNA_10106	Ptprt	1428.0	543.0	282.0	880.0	96.0	224.0	346.0	53.0	15.0	55.0	5.0	1.0	0.0	1.0	0.0	515.0	317.0	14.0	447.0	295.0
gRNA_10107	Ptprt	1713.0	2283.0	678.0	2622.0	472.0	273.0	191.0	129.0	177.0	1192.0	17.0	0.0	0.0	1.0	1.0	776.0	187.0	6.0	395.0	138.0
gRNA_10117	Ptprt	3016.0	2252.0	1516.0	1087.0	613.0	435.0	453.0	584.0	71.0	417.0	287.0	1.0	0.0	4.0	3.0	970.0	422.0	13.0	406.0	539.0
gRNA_10118	Ptprt	7140.0	5025.0	2550.0	1788.0	1076.0	2623.0	6227.0	8274.0	689.0	156.0	118.0	1.0	5.0	2.0	3.0	4261.0	2366.0	103.0	1670.0	1915.0
gRNA_10150	Ptprt	1988.0	5138.0	1446.0	2780.0	764.0	2015.0	639.0	254.0	176.0	243.0	4.0	456.0	402.0	32.0	3.0	1383.0	607.0	15.0	370.0	300.0
gRNA_10274	Rad21	2920.0	2026.0	1447.0	1688.0	1836.0	2274.0	2292.0	427.0	280.0	400.0	1355.0	230.0	231.0	18.0	7.0	1884.0	586.0	13.0	578.0	494.0
gRNA_10275	Rad21	199.0	237.0	346.0	15.0	155.0	336.0	328.0	44.0	24.0	5.0	0.0	0.0	1.0	0.0	1.0	947.0	414.0	19.0	325.0	343.0
gRNA_10306	Rad51c	2050.0	349.0	1032.0	1551.0	208.0	387.0	952.0	306.0	1042.0	351.0	1564.0	10.0	79.0	9.0	4.0	865.0	348.0	12.0	217.0	169.0
gRNA_10307	Rad51c	650.0	618.0	1140.0	636.0	162.0	2247.0	669.0	510.0	70.0	246.0	1040.0	1.0	0.0	0.0	2.0	305.0	81.0	4.0	26.0	56.0
gRNA_10336	Raf1	2693.0	1382.0	1820.0	1253.0	331.0	1982.0	483.0	1871.0	200.0	109.0	494.0	1.0	2.0	3.0	7.0	2062.0	1141.0	29.0	948.0	1054.0
gRNA_10337	Raf1	122.0	1310.0	498.0	68.0	327.0	112.0	174.0	3.0	1.0	125.0	447.0	0.0	1.0	2.0	1.0	886.0	349.0	24.0	563.0	402.0
gRNA_10342	Raf1	242.0	1089.0	145.0	238.0	27.0	188.0	811.0	1762.0	118.0	38.0	1146.0	3.0	0.0	1.0	5.0	375.0	115.0	3.0	88.0	225.0
gRNA_10343	Raf1	1045.0	3078.0	470.0	1639.0	296.0	425.0	366.0	28.0	120.0	83.0	3.0	0.0	0.0	1.0	1.0	1558.0	1135.0	38.0	836.0	785.0
gRNA_10363	Rara	925.0	387.0	618.0	139.0	49.0	294.0	22.0	85.0	12.0	117.0	50.0	0.0	0.0	1.0	0.0	608.0	135.0	15.0	105.0	208.0
gRNA_10378	Rara	322.0	1228.0	1220.0	333.0	152.0	1589.0	217.0	1781.0	170.0	100.0	15872.0	17.0	5.0	20.0	29.0	4404.0	2328.0	82.0	1950.0	1843.0
gRNA_10379	Rara	154.0	20.0	1.0	51.0	17.0	22.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	286.0	80.0	3.0	138.0	29.0
gRNA_10380	Rara	528.0	253.0	1381.0	174.0	71.0	1327.0	1053.0	1366.0	279.0	37.0	70.0	1.0	1.0	3.0	1.0	1447.0	765.0	24.0	981.0	675.0
gRNA_10397	Rasa1	854.0	1518.0	1098.0	643.0	289.0	253.0	200.0	3.0	9.0	0.0	1.0	0.0	1.0	1.0	0.0	206.0	42.0	2.0	40.0	62.0
gRNA_10406	Rasa1	1216.0	988.0	69.0	1930.0	7.0	14.0	94.0	11.0	38.0	56.0	3.0	0.0	1.0	1.0	0.0	17.0	5.0	2.0	3.0	3.0
gRNA_10436	Rb1	836.0	283.0	186.0	250.0	11.0	137.0	112.0	994.0	95.0	32.0	94.0	0.0	0.0	0.0	1.0	440.0	48.0	1.0	65.0	97.0
gRNA_10437	Rb1	2500.0	7896.0	5047.0	1430.0	1102.0	1723.0	801.0	2813.0	279.0	361.0	819.0	0.0	2.0	6.0	8.0	793.0	193.0	8.0	228.0	234.0
gRNA_10447	Rb1	682.0	637.0	565.0	583.0	108.0	293.0	590.0	47.0	20.0	39.0	985.0	1.0	0.0	2.0	6.0	846.0	139.0	4.0	159.0	240.0
gRNA_10448	Rb1	975.0	1023.0	545.0	688.0	144.0	293.0	536.0	103.0	18.0	38.0	323.0	1.0	1.0	0.0	1.0	544.0	94.0	3.0	150.0	150.0
gRNA_10456	Rb1	1679.0	3868.0	1128.0	1194.0	257.0	1016.0	508.0	398.0	39.0	79.0	127.0	81.0	1.0	0.0	4.0	652.0	194.0	5.0	171.0	245.0
gRNA_10466	Rb1	614.0	781.0	1104.0	6132.0	246.0	3627.0	869.0	719.0	130.0	2120.0	1361.0	2.0	1.0	1.0	7.0	575.0	266.0	15.0	225.0	162.0
gRNA_10467	Rb1	626.0	1383.0	339.0	188.0	54.0	96.0	233.0	465.0	62.0	26.0	104.0	0.0	1.0	0.0	2.0	296.0	66.0	6.0	101.0	117.0
gRNA_10468	Rb1	560.0	310.0	128.0	1891.0	32.0	942.0	189.0	2485.0	243.0	138.0	1.0	0.0	0.0	1.0	2.0	163.0	27.0	2.0	54.0	38.0
gRNA_10504	Rbm10	52.0	234.0	0.0	5.0	56.0	12.0	1.0	15.0	41.0	78.0	1.0	0.0	0.0	0.0	0.0	117.0	239.0	10.0	40.0	78.0
gRNA_10546	Rbm10	623.0	1349.0	492.0	828.0	205.0	663.0	909.0	561.0	51.0	153.0	58.0	0.0	0.0	0.0	0.0	420.0	428.0	13.0	156.0	381.0
gRNA_10547	Rbm10	422.0	2852.0	128.0	489.0	298.0	253.0	456.0	9.0	33.0	10528.0	245.0	1.0	1.0	1.0	3.0	485.0	190.0	13.0	300.0	75.0
gRNA_10548	Rbm10	108.0	245.0	47.0	180.0	24.0	0.0	15.0	2.0	1.0	42.0	0.0	0.0	0.0	0.0	1.0	282.0	140.0	5.0	88.0	64.0
gRNA_10571	Recql	1322.0	1181.0	3128.0	911.0	175.0	1619.0	1695.0	94.0	49.0	62.0	53.0	0.0	1.0	2.0	6.0	1193.0	290.0	9.0	259.0	337.0
gRNA_10572	Recql	432.0	117.0	55.0	371.0	2.0	116.0	2.0	0.0	7.0	0.0	0.0	0.0	1.0	0.0	1.0	380.0	137.0	2.0	239.0	87.0
gRNA_10573	Recql	2543.0	4823.0	3201.0	932.0	1267.0	2374.0	1413.0	98.0	250.0	10665.0	690.0	1.0	0.0	6.0	2.0	1595.0	604.0	29.0	1226.0	471.0
gRNA_10574	Recql	6295.0	7782.0	3028.0	3152.0	638.0	2753.0	3942.0	762.0	143.0	270.0	250.0	3.0	1.0	2.0	14.0	901.0	409.0	12.0	419.0	336.0
gRNA_10595	Ret	1285.0	692.0	446.0	1630.0	758.0	12.0	231.0	559.0	55.0	3.0	7.0	0.0	0.0	1.0	2.0	1444.0	968.0	39.0	645.0	710.0
gRNA_10596	Ret	5613.0	1332.0	472.0	1881.0	193.0	74.0	579.0	16.0	40.0	32.0	0.0	0.0	0.0	2.0	3.0	650.0	440.0	23.0	164.0	200.0
gRNA_10597	Ret	3753.0	4769.0	903.0	3522.0	3558.0	2692.0	740.0	31.0	94313.0	439.0	179.0	2.0	0.0	4.0	10.0	781.0	386.0	26.0	263.0	164.0
gRNA_10598	Ret	703.0	1085.0	758.0	190.0	326.0	316.0	579.0	5.0	8.0	19.0	284.0	0.0	0.0	0.0	2.0	1454.0	321.0	5.0	434.0	385.0
gRNA_10617	Rheb	685.0	1834.0	660.0	2606.0	219.0	467.0	11.0	57.0	44.0	1156.0	45.0	77.0	0.0	4.0	4.0	1744.0	567.0	13.0	789.0	469.0
gRNA_10618	Rheb	359.0	1882.0	34.0	312.0	94.0	30.0	17.0	33.0	98.0	129.0	2.0	0.0	0.0	1.0	0.0	428.0	160.0	17.0	110.0	183.0
gRNA_10622	Rhoa	1185.0	334.0	98.0	277.0	117.0	113.0	152.0	63.0	5.0	0.0	0.0	0.0	0.0	0.0	1.0	161.0	60.0	1.0	50.0	54.0
gRNA_10623	Rhoa	4541.0	2196.0	1035.0	4364.0	195.0	2819.0	162.0	125.0	4627.0	2448.0	143.0	1.0	0.0	3.0	8.0	523.0	129.0	6.0	182.0	196.0
gRNA_10632	Rhoa	337.0	55.0	342.0	141.0	44.0	151.0	53.0	0.0	3.0	22.0	0.0	0.0	0.0	1.0	0.0	364.0	293.0	12.0	68.0	80.0
gRNA_10633	Rhoa	1656.0	281.0	745.0	2344.0	36.0	401.0	709.0	13.0	52.0	22.0	26028.0	17.0	4.0	32.0	55.0	330.0	263.0	30.0	146.0	213.0
gRNA_10634	Rhoa	828.0	942.0	1540.0	3288.0	453.0	13432.0	248.0	317.0	59.0	29.0	49.0	1.0	0.0	1.0	18.0	332.0	170.0	1.0	126.0	246.0
gRNA_10635	Rhoa	389.0	2417.0	1811.0	233.0	322.0	3922.0	103.0	59.0	18.0	4763.0	27.0	0.0	1.0	1.0	4.0	571.0	151.0	4.0	158.0	253.0
gRNA_10636	Rhoa	1131.0	968.0	907.0	917.0	336.0	2368.0	181.0	53.0	594.0	81.0	2.0	20.0	0.0	0.0	2.0	420.0	210.0	6.0	91.0	86.0
gRNA_10637	Rhoa	84.0	521.0	1606.0	236.0	44.0	1912.0	459.0	1039.0	114.0	17.0	2.0	0.0	0.0	0.0	3.0	775.0	449.0	7.0	117.0	278.0
gRNA_10656	Rictor	645.0	1167.0	1099.0	1613.0	140.0	828.0	1600.0	559.0	74.0	179.0	309.0	0.0	1.0	0.0	2.0	519.0	272.0	5.0	353.0	204.0
gRNA_10657	Rictor	66.0	517.0	700.0	70.0	85.0	171.0	324.0	198.0	18.0	88.0	206.0	1.0	0.0	0.0	1.0	84.0	75.0	3.0	16.0	46.0
gRNA_10664	Rictor	408.0	926.0	2123.0	351.0	193.0	1487.0	301.0	4.0	9.0	142.0	1301.0	1.0	0.0	3.0	1.0	917.0	388.0	13.0	418.0	242.0
gRNA_10665	Rictor	450.0	596.0	456.0	249.0	6.0	81.0	48.0	95.0	42.0	44.0	0.0	0.0	1.0	0.0	1.0	893.0	356.0	12.0	337.0	329.0
gRNA_10679	Rit1	599.0	484.0	828.0	937.0	47.0	982.0	54.0	5.0	26.0	52.0	0.0	0.0	0.0	0.0	2.0	410.0	164.0	8.0	184.0	195.0
gRNA_10680	Rit1	540.0	1351.0	1327.0	745.0	79.0	1543.0	2281.0	84.0	121.0	13.0	142.0	1.0	0.0	0.0	6.0	1347.0	347.0	12.0	313.0	402.0
gRNA_10681	Rit1	1627.0	2463.0	1390.0	1485.0	291.0	356.0	2060.0	563.0	383.0	7719.0	28.0	0.0	2.0	1.0	6.0	534.0	94.0	3.0	97.0	113.0
gRNA_10684	Rit1	192.0	853.0	64.0	647.0	92.0	115.0	7.0	53.0	264.0	64.0	1.0	0.0	0.0	0.0	0.0	538.0	228.0	4.0	161.0	291.0
gRNA_10690	Rnf43	2328.0	259.0	264.0	1314.0	185.0	11.0	2.0	679.0	153.0	22.0	2.0	0.0	0.0	2.0	1.0	479.0	255.0	14.0	151.0	184.0
gRNA_10770	Ros1	315.0	438.0	56.0	58.0	1.0	0.0	49.0	329.0	33.0	51.0	116.0	0.0	0.0	0.0	1.0	5.0	2.0	0.0	1.0	1.0
gRNA_10909	Rtel1	656.0	1020.0	656.0	323.0	55.0	2085.0	36.0	2.0	12.0	44.0	0.0	1.0	1.0	2.0	2.0	534.0	216.0	15.0	275.0	320.0
gRNA_10910	Rtel1	367.0	535.0	492.0	71.0	49.0	339.0	26.0	49.0	5.0	116.0	210.0	0.0	0.0	0.0	0.0	697.0	242.0	6.0	278.0	270.0
gRNA_10929	Runx1	127.0	109.0	140.0	8.0	4.0	10.0	14.0	8.0	158.0	51.0	0.0	0.0	0.0	0.0	0.0	413.0	227.0	8.0	169.0	69.0
gRNA_10930	Runx1	2790.0	3124.0	2569.0	3093.0	2005.0	4852.0	296.0	2326.0	219.0	100.0	235.0	0.0	4.0	2.0	9.0	927.0	494.0	5.0	540.0	248.0
gRNA_10932	Runx1	1250.0	1810.0	116.0	381.0	131.0	1625.0	354.0	108.0	34.0	2.0	1.0	0.0	0.0	1.0	1.0	383.0	207.0	5.0	210.0	299.0
gRNA_10955	Runx1	47.0	140.0	118.0	7.0	1.0	6.0	27.0	218.0	31.0	70.0	2.0	0.0	0.0	0.0	1.0	165.0	18.0	2.0	13.0	16.0
gRNA_10969	Runx1	4158.0	2880.0	2470.0	970.0	402.0	1933.0	1321.0	441.0	153.0	490.0	31.0	0.0	2.0	0.0	7.0	499.0	245.0	31.0	356.0	297.0
gRNA_10970	Runx1	846.0	2528.0	730.0	2287.0	211.0	353.0	38.0	107.0	259.0	144.0	0.0	1.0	0.0	2.0	2.0	150.0	84.0	3.0	104.0	109.0
gRNA_10971	Runx1	362.0	842.0	221.0	728.0	41.0	108.0	493.0	279.0	176.0	6.0	73.0	0.0	0.0	1.0	1.0	555.0	311.0	8.0	261.0	181.0
gRNA_11017	Sdha	546.0	1183.0	2026.0	339.0	159.0	833.0	27.0	6269.0	710.0	207.0	128.0	1.0	0.0	3.0	4.0	1881.0	682.0	21.0	720.0	751.0
gRNA_11018	Sdha	1468.0	949.0	1219.0	1882.0	401.0	1110.0	1122.0	136.0	147.0	253.0	36.0	0.0	0.0	0.0	3.0	660.0	250.0	3.0	172.0	281.0
gRNA_11069	Setbp1	186.0	793.0	459.0	121.0	141.0	156.0	441.0	68.0	7.0	24.0	1.0	0.0	1.0	0.0	0.0	384.0	322.0	14.0	271.0	82.0
gRNA_11070	Setbp1	190.0	36.0	133.0	15.0	0.0	12.0	149.0	49.0	4.0	0.0	47.0	0.0	0.0	1.0	0.0	93.0	52.0	2.0	54.0	20.0
gRNA_11071	Setbp1	698.0	4267.0	3911.0	451.0	906.0	3261.0	244.0	1644.0	123.0	112.0	171.0	0.0	0.0	2.0	5.0	1409.0	776.0	20.0	412.0	438.0
gRNA_11098	Setd2	0.0	588.0	199.0	2.0	38.0	109.0	5.0	13.0	3.0	4.0	0.0	0.0	0.0	0.0	0.0	124.0	20.0	1.0	6.0	1.0
gRNA_11099	Setd2	2271.0	2798.0	3281.0	3128.0	271.0	2766.0	1570.0	6179.0	653.0	80.0	351.0	2.0	2.0	3.0	5.0	140.0	66.0	5.0	106.0	16.0
gRNA_11111	Setd2	1572.0	2491.0	2694.0	2362.0	459.0	2609.0	741.0	90.0	439.0	41.0	27.0	0.0	1.0	0.0	7.0	612.0	188.0	4.0	239.0	162.0
gRNA_11112	Setd2	1121.0	1111.0	793.0	663.0	1886.0	1220.0	885.0	70.0	22.0	117.0	164.0	113.0	1.0	0.0	1.0	889.0	280.0	9.0	373.0	416.0
gRNA_11113	Setd2	2052.0	4102.0	5974.0	2558.0	581.0	2428.0	946.0	8978.0	734.0	255.0	605.0	1.0	1.0	6.0	8.0	1135.0	284.0	33.0	276.0	156.0
gRNA_11114	Setd2	1605.0	3656.0	1833.0	605.0	451.0	1063.0	1564.0	170.0	23.0	694.0	55.0	0.0	0.0	2.0	2.0	720.0	481.0	9.0	386.0	226.0
gRNA_11122	Setd6	3906.0	3741.0	2312.0	5995.0	1410.0	1182.0	2464.0	33219.0	2719.0	1174.0	21.0	0.0	3.0	9.0	9.0	2684.0	847.0	51.0	923.0	1134.0
gRNA_11132	Sf3b1	251.0	291.0	386.0	1021.0	71.0	597.0	230.0	45.0	19.0	2.0	397.0	0.0	0.0	3.0	1.0	806.0	368.0	13.0	418.0	357.0
gRNA_11133	Sf3b1	1363.0	998.0	618.0	2628.0	39.0	292.0	641.0	61.0	52.0	53.0	38891.0	44.0	7.0	31.0	36.0	1258.0	394.0	41.0	443.0	492.0
gRNA_11136	Sf3b1	1597.0	2855.0	1314.0	1016.0	906.0	1825.0	333.0	297.0	38.0	134.0	139.0	0.0	1.0	1.0	3.0	221.0	37.0	3.0	28.0	50.0
gRNA_11141	Sf3b1	2570.0	2128.0	831.0	991.0	616.0	136.0	552.0	1527.0	321.0	11.0	1.0	1.0	1.0	1.0	4.0	997.0	253.0	6.0	188.0	279.0
gRNA_11142	Sf3b1	5289.0	13929.0	2932.0	2470.0	2108.0	2730.0	1963.0	11105.0	925.0	742.0	27.0	4.0	3.0	5.0	9.0	3334.0	1236.0	29.0	1072.0	907.0
gRNA_11143	Sf3b1	1559.0	667.0	1057.0	1112.0	136.0	664.0	740.0	415.0	75.0	104.0	239.0	3.0	0.0	0.0	2.0	665.0	251.0	6.0	78.0	198.0
gRNA_11144	Sf3b1	1275.0	1870.0	606.0	3165.0	306.0	2310.0	1171.0	1487.0	227.0	34609.0	338.0	0.0	0.0	8.0	6.0	1094.0	273.0	18.0	216.0	294.0
gRNA_11157	Sf3b1	582.0	513.0	851.0	525.0	9.0	148.0	213.0	289.0	146.0	18.0	3.0	0.0	0.0	0.0	0.0	205.0	79.0	1.0	66.0	155.0
gRNA_11158	Sf3b1	199.0	581.0	243.0	74.0	40.0	330.0	240.0	4.0	247.0	0.0	8.0	1.0	1.0	0.0	3.0	849.0	236.0	5.0	273.0	162.0
gRNA_11159	Sf3b1	2428.0	3775.0	931.0	2293.0	1953.0	1134.0	463.0	1117.0	119.0	87.0	4.0	1.0	0.0	5.0	3.0	624.0	191.0	8.0	158.0	257.0
gRNA_11169	Sf3b1	3439.0	3688.0	1452.0	2505.0	854.0	1325.0	4885.0	770.0	96.0	6561.0	621.0	1.0	17.0	4.0	6.0	923.0	394.0	11.0	398.0	525.0
gRNA_11182	Sh2b3	140.0	46.0	117.0	280.0	5.0	110.0	115.0	12.0	7.0	1275.0	455.0	0.0	0.0	3.0	1.0	545.0	110.0	4.0	73.0	145.0
