sgRNA	gene	spleen1	spleen2	spleen3	spleen4	bonemarrow1	bonemarrow2	bonemarrow3	bonemarrow4	bonemarrow5	meninges1	meninges2	meninges3	meninges4	meninges5	input_rep1	input_rep2	input_rep3	d5_rep1	d5_rep2	d5_rep3	d15_rep1	d15_rep2	d15_rep3	plasmidlib
gRNA_7264	Mlh1	449.0	962.0	310.0	489.0	1278.0	1690.0	499.0	105.0	703.0	36.0	91.0	161.0	762.0	96.0	342.0	926.0	639.0	1312.0	844.0	426.0	771.0	572.0	1054.0	600.0
gRNA_7308	Msh3	304.0	988.0	227.0	184.0	3694.0	1485.0	427.0	211.0	490.0	242.0	711.0	217.0	893.0	384.0	396.0	664.0	588.0	984.0	636.0	706.0	820.0	529.0	718.0	444.0
gRNA_7309	Msh3	300.0	567.0	735.0	594.0	783.0	1109.0	1249.0	1217.0	666.0	65.0	862.0	12.0	449.0	313.0	365.0	660.0	657.0	619.0	862.0	706.0	579.0	463.0	795.0	713.0
gRNA_7310	Msh3	311.0	753.0	222.0	216.0	834.0	1857.0	572.0	1253.0	269.0	139.0	72.0	137.0	510.0	502.0	445.0	743.0	899.0	1264.0	1079.0	685.0	761.0	600.0	1076.0	580.0
gRNA_7384	Mtor	304.0	533.0	343.0	393.0	757.0	817.0	616.0	369.0	651.0	116.0	77.0	223.0	424.0	752.0	169.0	488.0	369.0	550.0	579.0	273.0	529.0	532.0	691.0	636.0
gRNA_7392	Mtor	1178.0	768.0	127.0	1309.0	2102.0	609.0	267.0	866.0	192.0	1347.0	126.0	1161.0	321.0	118.0	462.0	526.0	695.0	462.0	492.0	484.0	551.0	356.0	558.0	349.0
gRNA_7393	Mtor	2074.0	2373.0	445.0	708.0	1575.0	1480.0	626.0	489.0	435.0	418.0	152.0	546.0	436.0	275.0	174.0	437.0	442.0	1136.0	744.0	1191.0	717.0	725.0	787.0	720.0
gRNA_7428	Mtor	953.0	878.0	353.0	427.0	1069.0	1639.0	1900.0	172.0	528.0	303.0	387.0	33.0	887.0	530.0	235.0	688.0	497.0	510.0	677.0	488.0	735.0	405.0	650.0	522.0
gRNA_7429	Mtor	450.0	798.0	618.0	253.0	3564.0	551.0	880.0	177.0	924.0	347.0	734.0	1374.0	734.0	306.0	76.0	306.0	196.0	295.0	415.0	461.0	610.0	420.0	667.0	281.0
gRNA_7430	Mtor	138.0	397.0	234.0	369.0	146.0	265.0	966.0	173.0	397.0	133.0	2.0	198.0	471.0	2376.0	155.0	407.0	145.0	163.0	231.0	186.0	220.0	181.0	239.0	516.0
gRNA_7467	Mtor	370.0	1273.0	561.0	964.0	1668.0	2902.0	897.0	660.0	1134.0	245.0	269.0	284.0	1537.0	238.0	283.0	918.0	824.0	604.0	612.0	854.0	631.0	734.0	1109.0	657.0
gRNA_7468	Mtor	371.0	841.0	340.0	354.0	684.0	1084.0	469.0	406.0	335.0	349.0	151.0	144.0	249.0	146.0	472.0	812.0	1204.0	1371.0	757.0	906.0	791.0	484.0	709.0	611.0
gRNA_7473	Mtor	238.0	762.0	355.0	353.0	1241.0	719.0	1210.0	462.0	2061.0	145.0	247.0	125.0	514.0	72.0	345.0	823.0	599.0	741.0	1024.0	739.0	734.0	585.0	936.0	706.0
gRNA_7478	Mtor	399.0	820.0	141.0	271.0	441.0	1037.0	300.0	221.0	565.0	202.0	1277.0	493.0	465.0	199.0	341.0	756.0	959.0	536.0	924.0	861.0	651.0	556.0	870.0	576.0
gRNA_7479	Mtor	179.0	628.0	385.0	243.0	775.0	898.0	707.0	263.0	197.0	30.0	477.0	69.0	130.0	1987.0	940.0	669.0	757.0	1064.0	883.0	661.0	569.0	403.0	501.0	662.0
gRNA_7481	Myc	173.0	409.0	177.0	203.0	284.0	637.0	267.0	125.0	97.0	5.0	72.0	130.0	227.0	109.0	45.0	187.0	85.0	133.0	203.0	260.0	437.0	331.0	451.0	365.0
gRNA_7482	Myc	501.0	1035.0	240.0	458.0	546.0	2184.0	344.0	421.0	400.0	198.0	927.0	595.0	236.0	421.0	343.0	736.0	624.0	1112.0	1346.0	940.0	1079.0	903.0	1340.0	776.0
gRNA_7509	Myd88	271.0	404.0	1021.0	397.0	2229.0	791.0	974.0	427.0	305.0	210.0	231.0	1491.0	194.0	95.0	702.0	860.0	902.0	865.0	1207.0	998.0	661.0	535.0	824.0	658.0
gRNA_7510	Myd88	925.0	1808.0	1963.0	1444.0	3362.0	1739.0	6487.0	816.0	1682.0	199.0	300.0	273.0	795.0	269.0	143.0	748.0	648.0	926.0	1256.0	733.0	1104.0	812.0	1061.0	514.0
gRNA_7511	Myd88	510.0	1352.0	984.0	1026.0	7538.0	2681.0	583.0	601.0	1066.0	200.0	3538.0	387.0	253.0	572.0	116.0	313.0	103.0	183.0	698.0	487.0	558.0	351.0	478.0	623.0
gRNA_7512	Myd88	215.0	906.0	168.0	214.0	893.0	1758.0	500.0	148.0	680.0	860.0	443.0	17.0	726.0	67.0	92.0	438.0	228.0	699.0	442.0	408.0	478.0	379.0	499.0	876.0
gRNA_7513	Myd88	239.0	594.0	275.0	501.0	8879.0	4207.0	492.0	106.0	315.0	107.0	150.0	434.0	228.0	78.0	51.0	367.0	141.0	462.0	259.0	259.0	238.0	246.0	280.0	779.0
gRNA_7514	Myd88	352.0	1196.0	778.0	435.0	2728.0	936.0	7591.0	439.0	1651.0	497.0	65.0	67.0	837.0	43.0	152.0	437.0	230.0	544.0	445.0	497.0	593.0	432.0	624.0	745.0
gRNA_7557	Ncoa3	201.0	256.0	60.0	68.0	1263.0	757.0	257.0	158.0	473.0	428.0	376.0	182.0	280.0	973.0	175.0	409.0	216.0	748.0	710.0	456.0	563.0	521.0	591.0	479.0
gRNA_7558	Ncoa3	126.0	325.0	116.0	105.0	516.0	1103.0	671.0	94.0	684.0	532.0	263.0	695.0	682.0	2123.0	66.0	353.0	210.0	446.0	696.0	310.0	446.0	272.0	404.0	524.0
gRNA_7602	Ncor1	214.0	899.0	660.0	1079.0	545.0	1687.0	292.0	1366.0	1146.0	938.0	105.0	122.0	371.0	141.0	141.0	692.0	897.0	951.0	752.0	758.0	660.0	571.0	1128.0	336.0
gRNA_7627	Negr1	265.0	484.0	152.0	389.0	801.0	765.0	271.0	278.0	396.0	255.0	144.0	9.0	693.0	146.0	480.0	844.0	809.0	1047.0	1313.0	995.0	690.0	1018.0	1303.0	726.0
gRNA_7664	Nf1	108.0	290.0	194.0	116.0	285.0	1027.0	597.0	363.0	364.0	2119.0	145.0	21.0	223.0	3.0	291.0	289.0	222.0	449.0	430.0	329.0	386.0	269.0	476.0	338.0
gRNA_7667	Nf1	424.0	989.0	588.0	568.0	775.0	2690.0	812.0	452.0	257.0	590.0	466.0	487.0	213.0	175.0	203.0	929.0	822.0	1281.0	1218.0	966.0	1109.0	619.0	1068.0	627.0
gRNA_7683	Nf1	273.0	1085.0	629.0	837.0	1182.0	885.0	419.0	292.0	689.0	518.0	415.0	300.0	2259.0	443.0	357.0	608.0	526.0	828.0	1406.0	592.0	890.0	632.0	966.0	478.0
gRNA_7684	Nf1	371.0	1653.0	706.0	344.0	1716.0	914.0	562.0	975.0	1076.0	192.0	802.0	2665.0	1819.0	662.0	781.0	887.0	1332.0	1126.0	1277.0	716.0	871.0	774.0	1250.0	766.0
gRNA_7765	Nf1	384.0	743.0	229.0	181.0	715.0	761.0	298.0	150.0	293.0	34.0	52.0	97.0	153.0	85.0	38.0	459.0	462.0	451.0	437.0	375.0	576.0	252.0	482.0	250.0
gRNA_7787	Nf2	356.0	618.0	261.0	663.0	785.0	1072.0	894.0	243.0	386.0	20.0	604.0	273.0	1273.0	109.0	676.0	1096.0	1318.0	1155.0	1858.0	967.0	1261.0	764.0	1073.0	741.0
gRNA_7812	Nfe2	226.0	1727.0	960.0	1188.0	464.0	518.0	376.0	195.0	140.0	61.0	8.0	100.0	695.0	2907.0	77.0	296.0	146.0	291.0	342.0	376.0	415.0	258.0	338.0	433.0
gRNA_7813	Nfe2	264.0	836.0	348.0	710.0	1048.0	963.0	539.0	194.0	404.0	554.0	158.0	528.0	394.0	540.0	150.0	351.0	185.0	544.0	562.0	453.0	724.0	534.0	718.0	615.0
gRNA_7814	Nfe2	210.0	528.0	57.0	75.0	446.0	306.0	264.0	108.0	350.0	334.0	138.0	112.0	1189.0	227.0	203.0	478.0	365.0	589.0	459.0	350.0	451.0	327.0	675.0	651.0
gRNA_7815	Nfe2l2	788.0	936.0	410.0	1136.0	1558.0	1695.0	1044.0	860.0	300.0	908.0	259.0	162.0	3278.0	967.0	496.0	891.0	759.0	854.0	746.0	427.0	955.0	284.0	827.0	507.0
gRNA_7816	Nfe2l2	319.0	1391.0	1020.0	1392.0	1382.0	8395.0	4627.0	1196.0	1052.0	304.0	297.0	359.0	644.0	147.0	532.0	645.0	580.0	760.0	1001.0	575.0	910.0	580.0	1012.0	582.0
gRNA_7822	Nfe2l2	193.0	403.0	201.0	263.0	4245.0	1100.0	977.0	281.0	386.0	296.0	14.0	102.0	331.0	1139.0	511.0	683.0	638.0	972.0	711.0	606.0	646.0	304.0	445.0	457.0
gRNA_7823	Nfe2l2	788.0	2565.0	306.0	382.0	1317.0	6207.0	805.0	216.0	1262.0	614.0	128.0	361.0	587.0	424.0	504.0	601.0	835.0	1143.0	829.0	812.0	672.0	581.0	852.0	404.0
gRNA_7826	Nfe2l2	434.0	2414.0	799.0	1181.0	3721.0	3258.0	420.0	778.0	1678.0	713.0	341.0	159.0	1558.0	922.0	576.0	1003.0	1028.0	1381.0	964.0	821.0	961.0	761.0	828.0	635.0
gRNA_7827	Nfe2l2	234.0	1413.0	522.0	869.0	3296.0	3270.0	10675.0	1102.0	2622.0	2065.0	338.0	190.0	366.0	1194.0	573.0	1071.0	1313.0	1070.0	1496.0	1247.0	889.0	846.0	1348.0	765.0
gRNA_7828	Nfe2l2	359.0	444.0	350.0	301.0	1778.0	1244.0	1673.0	1232.0	823.0	399.0	144.0	18.0	754.0	552.0	712.0	783.0	1059.0	948.0	1466.0	792.0	864.0	580.0	680.0	605.0
gRNA_7829	Nfe2l2	297.0	879.0	497.0	554.0	422.0	1338.0	882.0	683.0	551.0	502.0	40.0	302.0	268.0	72.0	635.0	645.0	932.0	642.0	1126.0	848.0	585.0	659.0	848.0	550.0
gRNA_7839	Nkx2-1	384.0	841.0	158.0	244.0	632.0	1103.0	245.0	187.0	429.0	260.0	472.0	878.0	66.0	874.0	81.0	421.0	188.0	548.0	512.0	463.0	482.0	328.0	444.0	546.0
gRNA_7843	Nkx2-1	72.0	559.0	83.0	73.0	103.0	231.0	74.0	3.0	64.0	864.0	61.0	45.0	40.0	13.0	47.0	139.0	85.0	320.0	185.0	124.0	188.0	148.0	104.0	287.0
gRNA_7873	Nkx3-1	433.0	1257.0	470.0	824.0	2399.0	2001.0	1234.0	823.0	760.0	269.0	772.0	712.0	2391.0	594.0	1437.0	1129.0	2010.0	1406.0	1718.0	1277.0	1046.0	916.0	1531.0	812.0
gRNA_7885	Notch1	481.0	1517.0	570.0	686.0	1267.0	1598.0	1296.0	4363.0	794.0	192.0	169.0	1095.0	1745.0	218.0	1229.0	1264.0	1678.0	1628.0	1599.0	1570.0	1143.0	945.0	1449.0	1070.0
gRNA_7886	Notch1	326.0	1174.0	282.0	992.0	499.0	1208.0	187.0	673.0	952.0	75.0	51.0	724.0	482.0	385.0	430.0	649.0	752.0	845.0	1168.0	518.0	384.0	415.0	686.0	600.0
gRNA_7901	Notch1	1417.0	1678.0	1355.0	1673.0	1622.0	8562.0	3356.0	2764.0	1256.0	385.0	936.0	113.0	8055.0	1665.0	679.0	1356.0	906.0	1631.0	1825.0	1186.0	1185.0	1397.0	1693.0	1262.0
gRNA_7902	Notch1	360.0	1042.0	267.0	377.0	570.0	448.0	212.0	131.0	742.0	54.0	117.0	1160.0	253.0	140.0	100.0	319.0	95.0	631.0	264.0	506.0	373.0	267.0	651.0	593.0
gRNA_7917	Notch1	370.0	974.0	378.0	466.0	1764.0	2080.0	1117.0	419.0	992.0	433.0	235.0	70.0	2059.0	230.0	644.0	1107.0	1309.0	1073.0	2151.0	1354.0	1126.0	1045.0	1748.0	784.0
gRNA_7918	Notch1	423.0	2152.0	743.0	901.0	1537.0	4584.0	12963.0	2550.0	2402.0	1416.0	1825.0	1896.0	2478.0	347.0	550.0	835.0	979.0	1650.0	1509.0	1400.0	1344.0	1114.0	1812.0	582.0
gRNA_7919	Notch1	326.0	1079.0	683.0	582.0	832.0	952.0	658.0	449.0	931.0	321.0	83.0	3296.0	11039.0	684.0	442.0	961.0	836.0	907.0	1141.0	893.0	1048.0	509.0	989.0	976.0
gRNA_7935	Notch1	201.0	849.0	308.0	363.0	1206.0	1293.0	2157.0	494.0	836.0	350.0	206.0	4461.0	494.0	335.0	482.0	1087.0	846.0	1277.0	792.0	849.0	620.0	617.0	845.0	854.0
gRNA_7956	Notch1	399.0	539.0	371.0	347.0	462.0	1730.0	1329.0	422.0	663.0	292.0	378.0	1515.0	492.0	1174.0	1208.0	820.0	1216.0	1718.0	1522.0	679.0	1205.0	837.0	1526.0	648.0
gRNA_8028	Notch2	946.0	1572.0	512.0	750.0	1114.0	2579.0	5082.0	1244.0	979.0	264.0	351.0	1008.0	3409.0	958.0	1512.0	1333.0	2010.0	1619.0	2228.0	1586.0	1760.0	1194.0	2339.0	1073.0
gRNA_8198	Notch3	398.0	1526.0	613.0	908.0	493.0	1858.0	1054.0	250.0	3829.0	358.0	244.0	2036.0	622.0	655.0	295.0	870.0	635.0	756.0	1138.0	1088.0	1266.0	691.0	881.0	664.0
gRNA_8216	Npm1	774.0	1885.0	711.0	1633.0	1499.0	2550.0	1839.0	1149.0	2936.0	672.0	239.0	3083.0	3783.0	481.0	204.0	1083.0	1097.0	1889.0	1240.0	1336.0	1701.0	1152.0	1569.0	599.0
gRNA_8217	Nras	1097.0	1652.0	508.0	791.0	1674.0	1871.0	2913.0	1411.0	943.0	564.0	633.0	618.0	1453.0	1429.0	615.0	1346.0	1352.0	1465.0	2220.0	1322.0	1527.0	1147.0	1725.0	840.0
gRNA_8225	Nras	268.0	767.0	322.0	321.0	312.0	1177.0	812.0	274.0	335.0	103.0	106.0	215.0	502.0	6628.0	427.0	736.0	570.0	730.0	1202.0	678.0	552.0	605.0	1042.0	899.0
gRNA_8226	Nsd1	327.0	1006.0	351.0	692.0	1075.0	720.0	1721.0	1099.0	1315.0	615.0	147.0	262.0	1202.0	47.0	1131.0	862.0	1232.0	1885.0	1629.0	785.0	1031.0	700.0	1034.0	847.0
gRNA_8227	Nsd1	237.0	577.0	324.0	460.0	7585.0	1441.0	566.0	900.0	618.0	148.0	742.0	123.0	469.0	183.0	255.0	552.0	483.0	691.0	923.0	680.0	639.0	446.0	571.0	536.0
gRNA_8228	Nsd1	600.0	1783.0	533.0	2018.0	1921.0	2208.0	1857.0	1717.0	2125.0	2054.0	599.0	1455.0	2495.0	10275.0	326.0	887.0	652.0	1131.0	1269.0	939.0	1070.0	897.0	1503.0	867.0
gRNA_8241	Nsd1	373.0	1245.0	929.0	643.0	1204.0	5836.0	747.0	174.0	1132.0	86.0	177.0	54.0	295.0	852.0	133.0	788.0	805.0	1020.0	840.0	909.0	941.0	584.0	656.0	380.0
gRNA_8302	Ntrk2	288.0	1003.0	424.0	590.0	1320.0	1940.0	815.0	347.0	1047.0	133.0	804.0	32.0	978.0	635.0	483.0	753.0	973.0	1207.0	1163.0	1148.0	917.0	793.0	929.0	736.0
gRNA_8366	Ntrk3	189.0	755.0	365.0	477.0	884.0	2753.0	335.0	319.0	611.0	18.0	85.0	122.0	523.0	226.0	250.0	575.0	906.0	784.0	877.0	665.0	446.0	510.0	588.0	339.0
gRNA_8367	Ntrk3	316.0	972.0	339.0	347.0	682.0	1154.0	448.0	351.0	782.0	895.0	131.0	3.0	649.0	54.0	447.0	717.0	971.0	1443.0	1040.0	944.0	1005.0	552.0	849.0	517.0
gRNA_8409	Ntrk3	152.0	438.0	208.0	319.0	552.0	938.0	576.0	222.0	564.0	98.0	397.0	103.0	1039.0	190.0	271.0	719.0	886.0	704.0	1179.0	902.0	963.0	591.0	577.0	722.0
gRNA_8410	Ntrk3	259.0	266.0	240.0	199.0	811.0	526.0	339.0	137.0	376.0	494.0	429.0	1820.0	152.0	1524.0	180.0	512.0	489.0	512.0	756.0	409.0	598.0	410.0	696.0	548.0
gRNA_8493	Pax5	288.0	526.0	190.0	271.0	472.0	845.0	269.0	93.0	200.0	190.0	99.0	2138.0	261.0	7218.0	614.0	549.0	634.0	437.0	1029.0	579.0	547.0	505.0	833.0	600.0
gRNA_8494	Pax5	728.0	1832.0	732.0	2255.0	589.0	1848.0	1478.0	766.0	455.0	644.0	774.0	919.0	1497.0	152.0	471.0	765.0	956.0	1145.0	726.0	1000.0	810.0	550.0	1175.0	636.0
gRNA_8513	Pax5	1399.0	1960.0	1048.0	698.0	1529.0	1928.0	1732.0	511.0	499.0	1147.0	1092.0	1429.0	451.0	297.0	43.0	789.0	783.0	403.0	734.0	852.0	913.0	555.0	570.0	429.0
gRNA_8569	Pdgfra	704.0	1950.0	1103.0	809.0	1512.0	1554.0	2323.0	575.0	870.0	532.0	92.0	535.0	1160.0	1275.0	481.0	920.0	707.0	1100.0	1738.0	832.0	1100.0	1130.0	1283.0	1028.0
gRNA_8650	Pdgfrb	436.0	1010.0	305.0	1219.0	355.0	739.0	525.0	283.0	376.0	514.0	82.0	336.0	385.0	523.0	770.0	642.0	889.0	990.0	1099.0	604.0	587.0	520.0	983.0	571.0
gRNA_8651	Pdgfrb	388.0	311.0	505.0	433.0	934.0	553.0	1517.0	180.0	172.0	429.0	466.0	572.0	1032.0	46.0	173.0	408.0	298.0	494.0	418.0	647.0	638.0	426.0	514.0	395.0
gRNA_8652	Pdgfrb	428.0	1217.0	632.0	919.0	657.0	1797.0	1509.0	185.0	1257.0	195.0	297.0	905.0	1209.0	89.0	421.0	785.0	790.0	915.0	764.0	666.0	562.0	442.0	904.0	706.0
gRNA_8668	Pdgfrb	598.0	1363.0	417.0	714.0	3960.0	2094.0	784.0	461.0	1884.0	847.0	320.0	358.0	458.0	507.0	465.0	886.0	1769.0	1235.0	1641.0	1341.0	1491.0	1035.0	1144.0	554.0
gRNA_8672	Pdgfrb	325.0	1371.0	755.0	528.0	724.0	1701.0	1386.0	779.0	655.0	302.0	1169.0	814.0	672.0	38.0	898.0	1111.0	1162.0	1647.0	1287.0	741.0	1110.0	1013.0	1118.0	1020.0
gRNA_8673	Pdgfrb	472.0	583.0	636.0	340.0	925.0	1403.0	3770.0	471.0	749.0	197.0	153.0	61.0	314.0	1078.0	311.0	549.0	649.0	627.0	723.0	527.0	631.0	321.0	891.0	692.0
gRNA_8695	Phf6	178.0	308.0	184.0	211.0	266.0	544.0	593.0	56.0	441.0	673.0	67.0	876.0	143.0	60.0	275.0	503.0	494.0	584.0	831.0	696.0	939.0	581.0	887.0	373.0
gRNA_8696	Phf6	285.0	1620.0	857.0	483.0	858.0	2422.0	943.0	212.0	314.0	269.0	733.0	2433.0	3250.0	478.0	561.0	799.0	886.0	966.0	858.0	792.0	712.0	513.0	903.0	597.0
gRNA_8699	Phf6	112.0	291.0	242.0	297.0	918.0	541.0	228.0	262.0	236.0	138.0	323.0	209.0	1039.0	610.0	221.0	518.0	531.0	678.0	1276.0	782.0	1249.0	731.0	1236.0	309.0
gRNA_8775	Pik3ca	536.0	5312.0	1371.0	2898.0	843.0	2937.0	1154.0	1034.0	2138.0	270.0	4241.0	300.0	255.0	8432.0	443.0	901.0	1092.0	1064.0	1353.0	571.0	1061.0	780.0	740.0	595.0
gRNA_8782	Pik3ca	822.0	2549.0	1483.0	1508.0	1400.0	5494.0	1933.0	1410.0	1028.0	258.0	6949.0	3007.0	749.0	1036.0	176.0	823.0	835.0	647.0	1255.0	717.0	1393.0	659.0	918.0	537.0
gRNA_8783	Pik3ca	545.0	1964.0	1067.0	1086.0	2797.0	3403.0	1658.0	1270.0	2104.0	508.0	154.0	227.0	1532.0	870.0	1389.0	1606.0	2328.0	1852.0	1963.0	1939.0	1909.0	1375.0	1790.0	878.0
gRNA_8784	Pik3ca	528.0	1609.0	1010.0	887.0	5364.0	1742.0	3458.0	1830.0	2770.0	1416.0	1373.0	863.0	2968.0	377.0	753.0	1427.0	1930.0	2124.0	1499.0	1829.0	1539.0	1250.0	1584.0	1026.0
gRNA_8789	Pik3ca	485.0	731.0	462.0	241.0	1930.0	2153.0	729.0	206.0	292.0	252.0	181.0	886.0	845.0	1092.0	171.0	657.0	738.0	586.0	967.0	721.0	830.0	374.0	748.0	421.0
gRNA_8790	Pik3ca	578.0	1079.0	706.0	460.0	611.0	1085.0	921.0	126.0	994.0	958.0	274.0	183.0	176.0	1294.0	404.0	742.0	583.0	905.0	884.0	650.0	781.0	576.0	810.0	496.0
gRNA_8791	Pik3ca	866.0	1560.0	604.0	1967.0	2033.0	1419.0	580.0	2902.0	897.0	613.0	72.0	417.0	395.0	811.0	684.0	884.0	1341.0	1291.0	999.0	766.0	960.0	614.0	1196.0	696.0
gRNA_8793	Pik3ca	317.0	619.0	246.0	402.0	904.0	843.0	402.0	491.0	798.0	67.0	46.0	616.0	241.0	594.0	814.0	773.0	997.0	778.0	1348.0	717.0	693.0	697.0	1037.0	645.0
gRNA_8794	Pik3ca	701.0	2109.0	1593.0	1460.0	1599.0	4623.0	2827.0	1313.0	1757.0	917.0	1108.0	723.0	2295.0	2018.0	1312.0	1176.0	1537.0	1517.0	1465.0	1601.0	1491.0	1241.0	1595.0	912.0
gRNA_8795	Pik3ca	697.0	1874.0	833.0	1356.0	872.0	2587.0	1082.0	752.0	2656.0	884.0	719.0	439.0	2074.0	715.0	1450.0	1174.0	1533.0	1118.0	982.0	1437.0	1395.0	1121.0	1862.0	1152.0
gRNA_8803	Pik3ca	1458.0	4315.0	983.0	2477.0	2122.0	7857.0	2472.0	1796.0	1273.0	329.0	865.0	606.0	642.0	1208.0	738.0	881.0	1216.0	2104.0	1377.0	979.0	1153.0	908.0	1627.0	469.0
gRNA_8804	Pik3ca	217.0	769.0	448.0	657.0	1035.0	829.0	789.0	195.0	823.0	110.0	81.0	821.0	368.0	741.0	338.0	567.0	680.0	731.0	1269.0	668.0	494.0	330.0	646.0	448.0
gRNA_8808	Pik3ca	397.0	1299.0	401.0	279.0	5947.0	2955.0	933.0	553.0	809.0	242.0	771.0	167.0	314.0	933.0	374.0	863.0	694.0	351.0	702.0	764.0	543.0	493.0	665.0	917.0
gRNA_8813	Pik3ca	314.0	712.0	362.0	547.0	1276.0	1914.0	946.0	664.0	293.0	346.0	146.0	2340.0	1538.0	421.0	55.0	614.0	851.0	649.0	467.0	1140.0	1101.0	520.0	659.0	495.0
gRNA_8814	Pik3ca	349.0	1198.0	221.0	1280.0	483.0	1221.0	399.0	290.0	445.0	172.0	164.0	698.0	1041.0	201.0	28.0	586.0	589.0	709.0	557.0	848.0	558.0	401.0	323.0	446.0
gRNA_8824	Pik3ca	895.0	2614.0	2375.0	2580.0	2188.0	3451.0	3793.0	1008.0	1842.0	317.0	3779.0	377.0	1725.0	5924.0	733.0	1142.0	890.0	1057.0	1060.0	818.0	971.0	750.0	1075.0	757.0
gRNA_8825	Pik3ca	658.0	3384.0	584.0	1064.0	1212.0	3468.0	1158.0	883.0	1414.0	1329.0	251.0	665.0	3262.0	555.0	2109.0	1876.0	2148.0	1426.0	1858.0	2262.0	2042.0	1639.0	2076.0	1481.0
gRNA_8826	Pik3ca	384.0	7741.0	390.0	1824.0	1315.0	4688.0	387.0	887.0	529.0	115.0	343.0	65.0	10207.0	119.0	1546.0	1054.0	1504.0	1194.0	1494.0	1153.0	1304.0	900.0	1394.0	888.0
gRNA_8827	Pik3ca	598.0	1201.0	441.0	695.0	1291.0	2565.0	1547.0	484.0	1786.0	73.0	521.0	820.0	1013.0	1305.0	1161.0	1337.0	985.0	1755.0	1763.0	1063.0	1116.0	807.0	1296.0	1208.0
gRNA_8831	Pik3ca	9.0	32.0	24.0	22.0	146.0	41.0	158.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	9.0	72.0	36.0	124.0	122.0	47.0	144.0	68.0	67.0	29.0
gRNA_8833	Pik3ca	247.0	787.0	381.0	539.0	616.0	1374.0	1555.0	555.0	602.0	1684.0	445.0	349.0	528.0	2224.0	380.0	589.0	495.0	825.0	1165.0	562.0	770.0	917.0	873.0	633.0
gRNA_8834	Pik3ca	404.0	845.0	450.0	692.0	1126.0	1232.0	1609.0	152.0	1052.0	229.0	369.0	324.0	217.0	695.0	378.0	576.0	643.0	880.0	954.0	636.0	808.0	439.0	603.0	527.0
gRNA_8835	Pik3ca	508.0	1825.0	710.0	470.0	1012.0	537.0	2496.0	202.0	657.0	643.0	77.0	37.0	899.0	1630.0	576.0	544.0	612.0	796.0	858.0	651.0	822.0	672.0	860.0	665.0
gRNA_8840	Pik3ca	439.0	847.0	716.0	818.0	2180.0	1455.0	1573.0	601.0	1188.0	1398.0	713.0	851.0	278.0	2313.0	847.0	1491.0	1805.0	1657.0	1765.0	1270.0	1487.0	1500.0	2084.0	787.0
gRNA_8841	Pik3ca	957.0	1634.0	800.0	1292.0	3288.0	1612.0	1668.0	449.0	524.0	649.0	561.0	161.0	669.0	562.0	460.0	931.0	894.0	851.0	1214.0	658.0	968.0	702.0	864.0	605.0
gRNA_8852	Pik3ca	111.0	620.0	544.0	633.0	1616.0	812.0	742.0	412.0	1529.0	1890.0	144.0	84.0	370.0	301.0	460.0	745.0	824.0	810.0	743.0	752.0	796.0	428.0	1005.0	570.0
gRNA_8854	Pik3ca	212.0	274.0	330.0	464.0	910.0	304.0	397.0	587.0	689.0	1109.0	172.0	11.0	843.0	584.0	430.0	544.0	645.0	978.0	760.0	564.0	616.0	468.0	740.0	407.0
gRNA_8855	Pik3ca	354.0	543.0	128.0	578.0	1023.0	2822.0	729.0	678.0	3013.0	5508.0	518.0	110.0	1465.0	152.0	798.0	647.0	1139.0	1591.0	1131.0	909.0	1126.0	1098.0	1140.0	549.0
gRNA_8857	Pik3ca	144.0	901.0	223.0	99.0	575.0	679.0	401.0	96.0	331.0	425.0	249.0	37.0	96.0	120.0	166.0	470.0	289.0	325.0	798.0	296.0	476.0	372.0	525.0	431.0
gRNA_8858	Pik3ca	397.0	1466.0	1244.0	1331.0	828.0	2107.0	1537.0	562.0	482.0	374.0	215.0	272.0	1773.0	1042.0	391.0	773.0	1112.0	1064.0	1417.0	1111.0	1235.0	610.0	1049.0	491.0
gRNA_8861	Pik3ca	303.0	782.0	347.0	716.0	5062.0	1025.0	927.0	555.0	448.0	332.0	210.0	51.0	304.0	236.0	275.0	812.0	1179.0	825.0	1682.0	719.0	755.0	706.0	1017.0	481.0
gRNA_8862	Pik3ca	73.0	254.0	102.0	159.0	271.0	282.0	393.0	146.0	154.0	41.0	39.0	51.0	397.0	130.0	9.0	307.0	218.0	156.0	442.0	270.0	249.0	172.0	239.0	197.0
gRNA_8867	Pik3ca	179.0	717.0	370.0	610.0	344.0	921.0	371.0	152.0	210.0	376.0	654.0	7703.0	427.0	1710.0	173.0	519.0	410.0	518.0	664.0	341.0	540.0	278.0	330.0	308.0
gRNA_8868	Pik3ca	220.0	733.0	231.0	213.0	867.0	936.0	436.0	150.0	332.0	163.0	81.0	52.0	161.0	505.0	285.0	345.0	618.0	458.0	803.0	497.0	422.0	467.0	647.0	321.0
gRNA_8869	Pik3ca	369.0	592.0	337.0	427.0	768.0	620.0	585.0	607.0	329.0	410.0	115.0	969.0	355.0	182.0	91.0	469.0	674.0	488.0	662.0	1060.0	697.0	620.0	956.0	320.0
