sgRNA	gene	spleen1	spleen2	spleen3	spleen4	spleen5	spleen6	spleen7	spleen8	spleen9	bonemarrow1	bonemarrow2	bonemarrow3	bonemarrow4	bonemarrow5	bonemarrow6	bonemarrow7	bonemarrow8	bonemarrow9	bonemarrow10	meninges1	meninges2	meninges3	meninges4	meninges5	meninges6	meninges7	meninges8	meninges9	meninges10	input_rep1	input_rep2	input_rep3	d5_rep1	d5_rep2	d5_rep3	d15_rep1	d15_rep2	d15_rep3	plasmidlib
gRNA_4187	Fgf3	1735.0	4116.0	2971.0	2240.0	4467.0	3489.0	1542.0	1906.0	2027.0	4117.0	931.0	7197.0	7954.0	2133.0	5635.0	714.0	872.0	5244.0	5773.0	1537.0	573.0	67.0	31.0	65.0	7856.0	2296.0	3408.0	1129.0	3627.0	2231.0	3134.0	2578.0	2057.0	806.0	1508.0	4365.0	2923.0	3326.0	2062.0
gRNA_4188	Fgf3	4521.0	3467.0	7864.0	2217.0	3168.0	4218.0	5046.0	1974.0	1375.0	1123.0	22375.0	2462.0	574.0	82.0	12337.0	2169.0	1207.0	2744.0	5044.0	3933.0	344.0	1512.0	145.0	265.0	950.0	1787.0	1046.0	108.0	1705.0	2872.0	4611.0	6002.0	5302.0	4257.0	2652.0	5598.0	2945.0	2143.0	2561.0
gRNA_4189	Fgf4	1438.0	699.0	1728.0	1694.0	3127.0	3091.0	1573.0	1598.0	2264.0	805.0	1918.0	519.0	1714.0	4293.0	438.0	18.0	1427.0	2402.0	384.0	10837.0	720.0	63.0	160.0	21.0	5778.0	4158.0	503.0	52.0	2176.0	2318.0	2286.0	2650.0	2786.0	4276.0	1644.0	3640.0	3700.0	2043.0	1067.0
gRNA_4190	Fgf4	1383.0	1282.0	1763.0	2975.0	787.0	1660.0	2765.0	1872.0	1094.0	707.0	1795.0	356.0	884.0	668.0	952.0	1934.0	1296.0	1480.0	4914.0	1140.0	230.0	12048.0	5244.0	611.0	393.0	512.0	146.0	1743.0	25200.0	3539.0	1721.0	2691.0	944.0	1643.0	2071.0	4422.0	2148.0	2219.0	1057.0
gRNA_4196	Fgf4	436.0	2124.0	481.0	1499.0	319.0	1247.0	1483.0	2506.0	2558.0	115.0	385.0	10.0	73.0	6.0	289.0	340.0	90.0	7.0	1146.0	14.0	16.0	3688.0	1174.0	165.0	97.0	41.0	1740.0	150.0	472.0	802.0	1113.0	1544.0	489.0	377.0	1364.0	1360.0	170.0	1291.0	827.0
gRNA_4197	Fgf4	711.0	4590.0	2096.0	511.0	1089.0	3735.0	3684.0	1033.0	1001.0	1501.0	3946.0	303.0	1281.0	32.0	231.0	1384.0	271.0	468.0	1400.0	246.0	182.0	198.0	7924.0	462.0	320.0	192.0	1293.0	79.0	17.0	1819.0	2357.0	2933.0	3475.0	910.0	1915.0	1795.0	1207.0	1111.0	687.0
gRNA_4198	Fgf4	3452.0	1652.0	915.0	898.0	385.0	362.0	667.0	1276.0	1803.0	2673.0	114.0	929.0	81.0	78.0	44.0	268.0	152.0	289.0	1484.0	352.0	158.0	23.0	32.0	157.0	548.0	155.0	20.0	17.0	81.0	2576.0	2979.0	3739.0	2974.0	433.0	934.0	2339.0	2403.0	1742.0	952.0
gRNA_4199	Fgf4	3032.0	1007.0	2087.0	1180.0	462.0	937.0	1023.0	1073.0	786.0	1520.0	65.0	427.0	849.0	1067.0	1036.0	858.0	4733.0	3835.0	301.0	66.0	53.0	24003.0	1043.0	643.0	247.0	772.0	365.0	35.0	297.0	1346.0	1568.0	1659.0	1118.0	327.0	2037.0	952.0	828.0	965.0	889.0
gRNA_4200	Fgf4	604.0	356.0	442.0	386.0	430.0	515.0	457.0	942.0	150.0	3.0	282.0	217.0	385.0	7.0	112.0	334.0	2412.0	418.0	744.0	20.0	4.0	191.0	123.0	10.0	183.0	197.0	88.0	8.0	4.0	1039.0	925.0	596.0	389.0	122.0	1171.0	259.0	1119.0	274.0	743.0
gRNA_4201	Fgf4	707.0	1615.0	490.0	772.0	1828.0	1262.0	417.0	506.0	919.0	747.0	455.0	327.0	144.0	204.0	159.0	612.0	610.0	1171.0	845.0	381.0	22.0	6493.0	2479.0	688.0	1773.0	7768.0	510.0	658.0	46.0	1287.0	1641.0	2287.0	1717.0	1333.0	2006.0	1100.0	2062.0	1478.0	935.0
gRNA_4202	Fgf4	2590.0	324.0	836.0	1598.0	819.0	146.0	1174.0	969.0	328.0	759.0	788.0	830.0	2612.0	2004.0	51.0	609.0	28.0	3018.0	660.0	72.0	2699.0	955.0	266.0	309.0	166.0	53.0	609.0	40.0	17.0	1013.0	1119.0	1191.0	421.0	139.0	1029.0	530.0	895.0	832.0	1193.0
gRNA_4203	Fgf4	2439.0	1447.0	295.0	494.0	388.0	1120.0	1476.0	828.0	1062.0	1399.0	366.0	33.0	6.0	572.0	315.0	2386.0	309.0	2659.0	881.0	31.0	651.0	71.0	22.0	170.0	158.0	2568.0	478.0	23.0	301.0	1431.0	646.0	656.0	562.0	232.0	996.0	404.0	719.0	445.0	867.0
gRNA_4204	Fgf4	598.0	9225.0	4586.0	2911.0	2690.0	7651.0	4524.0	9144.0	2494.0	662.0	15130.0	7160.0	7339.0	71.0	1250.0	3164.0	1379.0	1292.0	1944.0	612.0	24522.0	1451.0	200.0	131.0	30951.0	6836.0	407.0	10150.0	2849.0	1433.0	1380.0	1252.0	1538.0	607.0	1770.0	2898.0	2817.0	1242.0	1361.0
gRNA_4205	Fgf4	2645.0	90.0	653.0	1695.0	1057.0	1334.0	2626.0	1462.0	1354.0	1559.0	723.0	386.0	1243.0	607.0	22488.0	1598.0	398.0	5603.0	301.0	939.0	10.0	17.0	423.0	108.0	165.0	118.0	19.0	4.0	66.0	219.0	345.0	570.0	260.0	333.0	1210.0	565.0	822.0	1389.0	329.0
gRNA_4206	Fgf4	1556.0	667.0	1400.0	741.0	1759.0	918.0	1236.0	2588.0	506.0	534.0	676.0	565.0	1251.0	21.0	18.0	2903.0	1599.0	683.0	278.0	65.0	1070.0	99.0	142.0	115.0	295.0	888.0	66.0	6.0	12.0	526.0	342.0	672.0	836.0	161.0	1161.0	2201.0	887.0	966.0	736.0
gRNA_4207	Fgfr1	3045.0	4179.0	2768.0	2661.0	4203.0	2839.0	3412.0	2601.0	3145.0	8606.0	3175.0	492.0	620.0	6897.0	6063.0	9587.0	3838.0	8212.0	15893.0	174.0	317.0	603.0	171.0	140.0	1744.0	6952.0	2152.0	215.0	168.0	4138.0	3983.0	5931.0	9638.0	6595.0	2673.0	4929.0	3673.0	3358.0	1829.0
gRNA_4208	Fgfr1	2556.0	1005.0	3198.0	719.0	1436.0	444.0	651.0	2894.0	661.0	889.0	3786.0	1886.0	2404.0	1363.0	375.0	877.0	1759.0	4537.0	986.0	208.0	14.0	62.0	34.0	17.0	102.0	80.0	94.0	23.0	22335.0	2083.0	1945.0	2315.0	2330.0	2598.0	1663.0	2271.0	2125.0	1864.0	1251.0
gRNA_4209	Fgfr1	443.0	1026.0	2195.0	3462.0	677.0	952.0	864.0	884.0	2151.0	87.0	2880.0	2090.0	4080.0	22.0	327.0	330.0	4295.0	2111.0	3482.0	159.0	110.0	198.0	221.0	383.0	316.0	145.0	240.0	130.0	61.0	3001.0	2991.0	4703.0	5703.0	10453.0	1992.0	3590.0	2254.0	4053.0	1578.0
gRNA_4210	Fgfr1	1409.0	1299.0	1315.0	873.0	1965.0	1560.0	3656.0	113.0	818.0	2122.0	1878.0	107.0	1141.0	2000.0	1281.0	674.0	50.0	1258.0	745.0	57.0	21.0	109.0	21.0	15.0	28.0	68.0	18.0	10073.0	2963.0	1556.0	1470.0	1976.0	4140.0	715.0	3085.0	1337.0	3785.0	1822.0	1266.0
gRNA_4211	Fgfr1	258.0	3689.0	400.0	858.0	1765.0	878.0	792.0	1192.0	805.0	135.0	970.0	810.0	725.0	1324.0	416.0	104.0	556.0	1155.0	442.0	14.0	43.0	25.0	340.0	214.0	1348.0	453.0	1690.0	2241.0	1297.0	1342.0	1738.0	3233.0	3087.0	440.0	1241.0	1927.0	1743.0	833.0	1154.0
gRNA_4212	Fgfr1	1106.0	2252.0	587.0	831.0	395.0	564.0	861.0	1120.0	1703.0	275.0	1848.0	568.0	1813.0	2023.0	265.0	2176.0	240.0	799.0	1865.0	17.0	1150.0	383.0	28.0	237.0	267.0	94.0	11.0	534.0	32.0	985.0	1874.0	2702.0	2889.0	4033.0	1503.0	1310.0	267.0	373.0	1592.0
gRNA_4214	Fgfr1	531.0	2215.0	1212.0	552.0	697.0	3506.0	1269.0	1662.0	1688.0	3320.0	2258.0	90.0	155.0	2615.0	1454.0	518.0	4298.0	451.0	14459.0	1591.0	132.0	18.0	49.0	39.0	845.0	273.0	14.0	6464.0	933.0	2911.0	1896.0	1028.0	931.0	235.0	1471.0	654.0	945.0	708.0	1127.0
gRNA_4215	Fgfr1	2430.0	2265.0	3071.0	2902.0	1335.0	1745.0	1734.0	417.0	1930.0	592.0	2388.0	1493.0	1041.0	680.0	2171.0	541.0	35.0	644.0	4732.0	55.0	172.0	34.0	1579.0	118.0	145.0	11136.0	717.0	17.0	3268.0	1729.0	1528.0	1566.0	1324.0	233.0	853.0	986.0	199.0	633.0	939.0
gRNA_4216	Fgfr1	1211.0	1304.0	892.0	1428.0	1625.0	678.0	1215.0	1967.0	1325.0	836.0	547.0	695.0	3150.0	3691.0	273.0	299.0	235.0	2752.0	2774.0	119.0	260.0	73.0	628.0	47.0	246.0	71.0	364.0	42.0	2570.0	425.0	422.0	650.0	808.0	217.0	1932.0	875.0	440.0	494.0	588.0
gRNA_4217	Fgfr1	704.0	995.0	1011.0	1560.0	426.0	3653.0	1530.0	1227.0	1172.0	1073.0	1631.0	344.0	293.0	125.0	4136.0	327.0	1311.0	1131.0	856.0	27.0	11.0	131.0	317.0	70.0	706.0	166.0	37.0	108.0	4149.0	2030.0	1869.0	1391.0	3396.0	2390.0	2278.0	3169.0	1653.0	2525.0	951.0
gRNA_4218	Fgfr1	2092.0	1227.0	3445.0	2022.0	1732.0	4942.0	1438.0	2816.0	1396.0	1297.0	2371.0	779.0	1225.0	404.0	19550.0	3099.0	5277.0	2929.0	5538.0	301.0	34.0	21001.0	969.0	1559.0	200.0	522.0	1790.0	164.0	10242.0	999.0	1636.0	1455.0	966.0	528.0	2768.0	2084.0	2632.0	2148.0	962.0
gRNA_4219	Fgfr1	858.0	644.0	944.0	1003.0	1618.0	868.0	1381.0	999.0	941.0	820.0	281.0	258.0	444.0	26.0	771.0	414.0	1146.0	2793.0	27970.0	3541.0	70.0	20.0	19.0	869.0	120.0	335.0	150.0	555.0	1950.0	440.0	1060.0	1347.0	1473.0	300.0	2002.0	1883.0	728.0	711.0	1288.0
gRNA_4220	Fgfr1	3536.0	959.0	2443.0	815.0	1440.0	623.0	1825.0	306.0	641.0	2392.0	498.0	359.0	16.0	2949.0	487.0	2531.0	236.0	100.0	94.0	70.0	664.0	82.0	24.0	137.0	721.0	289.0	132.0	753.0	14054.0	1271.0	1357.0	1395.0	1149.0	350.0	1488.0	596.0	1042.0	702.0	1168.0
gRNA_4221	Fgfr1	892.0	1308.0	1737.0	1771.0	3787.0	672.0	1788.0	1126.0	1038.0	267.0	330.0	811.0	813.0	1738.0	998.0	1251.0	1928.0	5527.0	528.0	52.0	56.0	24.0	2063.0	134.0	397.0	143.0	13.0	104.0	98.0	309.0	557.0	1089.0	1198.0	743.0	1162.0	2108.0	1783.0	1313.0	597.0
gRNA_4222	Fgfr1	737.0	4261.0	558.0	712.0	1214.0	505.0	177.0	139.0	457.0	134.0	590.0	504.0	154.0	656.0	50.0	257.0	470.0	1291.0	2075.0	59.0	18.0	131.0	25.0	18.0	307.0	6645.0	561.0	156.0	21.0	962.0	501.0	1911.0	1256.0	486.0	1207.0	345.0	286.0	204.0	1273.0
gRNA_4223	Fgfr1	95.0	71.0	0.0	77.0	148.0	5.0	60.0	295.0	1.0	2.0	266.0	603.0	399.0	2.0	11.0	370.0	0.0	278.0	2.0	2.0	3.0	1.0	14.0	4.0	39.0	35.0	4.0	3.0	5.0	372.0	236.0	347.0	549.0	328.0	866.0	74.0	791.0	69.0	456.0
gRNA_4224	Fgfr1	1059.0	5862.0	1200.0	846.0	1178.0	854.0	1737.0	1002.0	1750.0	542.0	465.0	787.0	100.0	468.0	1385.0	42.0	2702.0	412.0	7440.0	139.0	61.0	20.0	250.0	362.0	289.0	103.0	9.0	1622.0	4621.0	656.0	569.0	1291.0	1455.0	601.0	957.0	1155.0	885.0	668.0	1208.0
gRNA_4227	Fgfr1	3407.0	6394.0	7272.0	3195.0	3396.0	2116.0	5034.0	3413.0	1474.0	2229.0	6970.0	2855.0	1530.0	1404.0	2425.0	761.0	4665.0	2794.0	2018.0	445.0	180.0	4863.0	397.0	18731.0	684.0	12168.0	851.0	570.0	351.0	3452.0	3907.0	6682.0	4563.0	1940.0	4129.0	7066.0	2075.0	3884.0	2667.0
gRNA_4228	Fgfr1	811.0	1210.0	6953.0	2082.0	716.0	228.0	1082.0	283.0	1430.0	221.0	57.0	1672.0	2443.0	5858.0	114.0	210.0	20.0	9953.0	3168.0	143.0	37.0	5723.0	272.0	487.0	609.0	19592.0	1129.0	717.0	57.0	754.0	390.0	627.0	307.0	1020.0	1826.0	474.0	3383.0	899.0	652.0
gRNA_4229	Fgfr1	3537.0	2285.0	2100.0	8806.0	1311.0	1784.0	2349.0	851.0	2284.0	2711.0	572.0	311.0	1346.0	1090.0	8912.0	1540.0	1175.0	414.0	2765.0	95.0	209.0	725.0	3277.0	1137.0	688.0	155.0	13.0	1303.0	720.0	1373.0	1045.0	3010.0	4326.0	1366.0	1443.0	3945.0	1634.0	1459.0	1380.0
gRNA_4230	Fgfr1	1210.0	1235.0	1894.0	4292.0	1831.0	421.0	424.0	1980.0	5272.0	1909.0	1062.0	78.0	3911.0	1189.0	383.0	1262.0	792.0	2496.0	3635.0	199.0	855.0	462.0	65.0	674.0	404.0	118.0	22653.0	2664.0	67.0	1154.0	1455.0	2562.0	2331.0	893.0	1585.0	2895.0	686.0	1088.0	1115.0
gRNA_4231	Fgfr1	1870.0	2088.0	2108.0	2419.0	3503.0	1656.0	2052.0	2566.0	1212.0	2964.0	1009.0	332.0	1453.0	3234.0	3477.0	1596.0	2367.0	6258.0	798.0	525.0	32.0	107.0	37.0	20.0	235.0	190.0	3232.0	309.0	49.0	1429.0	2357.0	3393.0	2660.0	1923.0	2286.0	3528.0	2110.0	3109.0	2268.0
gRNA_4232	Fgfr1	1712.0	620.0	865.0	1472.0	842.0	3139.0	950.0	1059.0	1571.0	2301.0	701.0	349.0	65.0	461.0	878.0	1482.0	1206.0	849.0	1581.0	274.0	145.0	20.0	62.0	3792.0	258.0	1566.0	575.0	52.0	19.0	889.0	1076.0	1686.0	1102.0	3083.0	1264.0	1222.0	2341.0	1181.0	930.0
gRNA_4233	Fgfr1	875.0	2666.0	1837.0	1141.0	351.0	1054.0	1786.0	656.0	895.0	56.0	86.0	270.0	382.0	160.0	6.0	2157.0	227.0	80.0	1300.0	11.0	598.0	46.0	11.0	10.0	751.0	297.0	471.0	68.0	179.0	600.0	1036.0	949.0	903.0	1130.0	1326.0	647.0	232.0	636.0	737.0
gRNA_4234	Fgfr1	3875.0	5537.0	4593.0	4603.0	5959.0	3166.0	1801.0	4990.0	2771.0	3771.0	2603.0	657.0	7024.0	5516.0	2166.0	4220.0	3430.0	3621.0	4828.0	10359.0	8109.0	562.0	1882.0	743.0	823.0	1883.0	251.0	1449.0	299.0	4304.0	3323.0	4971.0	5286.0	2646.0	4362.0	3915.0	3977.0	3139.0	1812.0
gRNA_4235	Fgfr1	180.0	763.0	1315.0	2038.0	2867.0	1139.0	1283.0	845.0	366.0	578.0	1335.0	30.0	318.0	1419.0	1318.0	278.0	1026.0	80.0	121.0	13.0	57.0	16.0	2109.0	122.0	99.0	54.0	6.0	8909.0	334.0	313.0	259.0	403.0	326.0	261.0	608.0	313.0	234.0	134.0	545.0
gRNA_4236	Fgfr1	1493.0	3561.0	6256.0	1876.0	2199.0	905.0	1476.0	621.0	1681.0	362.0	1373.0	3111.0	3043.0	1979.0	618.0	1545.0	167.0	2138.0	569.0	57.0	299.0	448.0	198.0	96.0	366.0	209.0	5002.0	4474.0	425.0	1057.0	1097.0	1862.0	2286.0	1462.0	2378.0	2952.0	1270.0	4008.0	1431.0
gRNA_4237	Fgfr1	1290.0	1275.0	461.0	874.0	2136.0	2033.0	1649.0	616.0	996.0	1396.0	775.0	102.0	58.0	158.0	266.0	1873.0	20.0	2780.0	4979.0	49.0	12.0	43.0	5943.0	492.0	226.0	116.0	138.0	25.0	22312.0	603.0	1012.0	584.0	1653.0	203.0	801.0	546.0	1148.0	731.0	773.0
gRNA_4238	Fgfr1	720.0	1272.0	685.0	1077.0	1248.0	460.0	756.0	878.0	1081.0	479.0	844.0	297.0	790.0	42.0	1911.0	829.0	2016.0	456.0	9368.0	29.0	56.0	112.0	163.0	8149.0	18615.0	3672.0	81.0	71.0	631.0	1528.0	1061.0	949.0	1257.0	1245.0	894.0	745.0	401.0	661.0	956.0
gRNA_4239	Fgfr2	13494.0	8824.0	3323.0	6986.0	4476.0	1714.0	3637.0	2183.0	1820.0	4100.0	5201.0	2919.0	5886.0	858.0	744.0	2267.0	778.0	1064.0	2305.0	880.0	25970.0	3279.0	68666.0	4024.0	346.0	366.0	100.0	55.0	2739.0	1339.0	2887.0	2637.0	2993.0	1566.0	1583.0	2624.0	1260.0	1584.0	1784.0
gRNA_4240	Fgfr2	2635.0	2977.0	2453.0	3359.0	2650.0	1944.0	3636.0	1679.0	2249.0	1851.0	592.0	775.0	10570.0	1677.0	1932.0	7176.0	510.0	405.0	16004.0	214.0	379.0	946.0	365.0	403.0	606.0	1071.0	18422.0	1582.0	333.0	1855.0	1988.0	2577.0	3189.0	2049.0	2145.0	1637.0	2833.0	2381.0	1671.0
gRNA_4241	Fgfr2	110.0	313.0	174.0	763.0	589.0	486.0	24.0	476.0	622.0	14.0	206.0	102.0	2.0	404.0	80.0	81.0	505.0	579.0	633.0	183.0	3.0	5.0	29.0	20.0	147.0	52.0	21.0	4.0	5.0	179.0	581.0	382.0	288.0	121.0	567.0	134.0	127.0	341.0	717.0
gRNA_4242	Fgfr2	862.0	1895.0	1686.0	1745.0	680.0	1620.0	2283.0	827.0	1490.0	316.0	232.0	296.0	605.0	17.0	1121.0	902.0	3450.0	268.0	392.0	204.0	178.0	29.0	2633.0	136.0	501.0	347.0	14.0	376.0	22.0	619.0	877.0	1733.0	1981.0	1118.0	839.0	1578.0	762.0	803.0	1194.0
gRNA_4243	Fgfr2	963.0	912.0	811.0	489.0	1761.0	455.0	588.0	225.0	544.0	621.0	237.0	114.0	11.0	11841.0	163.0	12.0	485.0	18.0	352.0	32.0	43.0	98.0	29.0	2.0	181.0	82.0	57.0	1019.0	146.0	766.0	472.0	356.0	202.0	73.0	511.0	395.0	52.0	79.0	550.0
gRNA_4244	Fgfr2	692.0	2626.0	1700.0	524.0	3591.0	2338.0	1070.0	1245.0	1228.0	94.0	1394.0	73.0	185.0	54.0	1162.0	661.0	166.0	456.0	3523.0	15.0	13.0	230.0	40.0	46.0	7000.0	1366.0	72.0	172.0	505.0	761.0	717.0	1098.0	1911.0	2345.0	2020.0	1245.0	1757.0	776.0	921.0
gRNA_4245	Fgfr2	1117.0	2753.0	2012.0	3464.0	7494.0	915.0	4908.0	1354.0	1020.0	406.0	2731.0	398.0	673.0	5123.0	361.0	506.0	2165.0	749.0	1092.0	79.0	173.0	768.0	169.0	299.0	227.0	206.0	31.0	2327.0	420.0	2115.0	3041.0	3162.0	3127.0	3006.0	1815.0	1718.0	3684.0	1376.0	1406.0
gRNA_4249	Fgfr2	1027.0	1041.0	2446.0	1422.0	762.0	541.0	2676.0	2000.0	1708.0	405.0	870.0	597.0	1292.0	29.0	209.0	795.0	3241.0	10728.0	1019.0	16.0	189.0	75.0	630.0	6557.0	332.0	786.0	172.0	4401.0	690.0	715.0	1123.0	1032.0	725.0	402.0	1329.0	700.0	948.0	624.0	810.0
gRNA_4250	Fgfr2	2253.0	859.0	958.0	1439.0	2289.0	1399.0	4313.0	676.0	1526.0	1406.0	477.0	254.0	3006.0	1979.0	474.0	1824.0	1264.0	444.0	3353.0	392.0	10.0	57.0	12.0	670.0	611.0	1514.0	595.0	3055.0	241.0	565.0	685.0	455.0	267.0	448.0	1452.0	622.0	1267.0	1510.0	610.0
gRNA_4251	Fgfr2	2175.0	4972.0	1960.0	1357.0	5335.0	3719.0	1548.0	2184.0	2699.0	1547.0	1309.0	355.0	1108.0	1354.0	1269.0	650.0	355.0	1987.0	2308.0	330.0	8542.0	947.0	245.0	6372.0	260.0	140.0	1245.0	3757.0	1915.0	5088.0	2851.0	2756.0	2042.0	2213.0	2520.0	1856.0	7001.0	2401.0	1254.0
gRNA_4252	Fgfr2	980.0	3926.0	4978.0	4534.0	2258.0	3179.0	1973.0	2733.0	482.0	200.0	2299.0	12395.0	3200.0	3236.0	5160.0	733.0	3032.0	926.0	1115.0	102.0	141.0	202.0	73.0	18.0	261.0	729.0	68.0	8.0	392.0	1246.0	1282.0	661.0	296.0	689.0	1862.0	439.0	2673.0	1855.0	883.0
gRNA_4253	Fgfr2	1160.0	467.0	353.0	239.0	441.0	139.0	414.0	124.0	224.0	1949.0	681.0	72.0	5.0	25.0	1.0	6.0	578.0	24.0	31.0	204.0	5.0	18.0	976.0	64.0	37.0	12.0	277.0	22.0	717.0	2004.0	1039.0	728.0	225.0	115.0	953.0	269.0	296.0	465.0	405.0
gRNA_4254	Fgfr2	2691.0	1789.0	6769.0	2079.0	2762.0	1828.0	3517.0	2024.0	2307.0	909.0	740.0	4476.0	3937.0	3089.0	1198.0	2099.0	12128.0	1393.0	5010.0	5592.0	25.0	369.0	54.0	12.0	337.0	105.0	69.0	16.0	135.0	819.0	2024.0	1952.0	1099.0	2243.0	1362.0	1900.0	1663.0	2564.0	543.0
gRNA_4255	Fgfr2	1076.0	2892.0	2072.0	3498.0	2215.0	521.0	1661.0	788.0	1307.0	1312.0	819.0	2138.0	1411.0	400.0	322.0	2481.0	586.0	2152.0	4914.0	49.0	1926.0	2491.0	15537.0	1473.0	358.0	318.0	523.0	6194.0	15506.0	2051.0	1018.0	813.0	723.0	386.0	1697.0	1009.0	2861.0	1879.0	881.0
gRNA_4256	Fgfr2	999.0	1306.0	1636.0	1339.0	1707.0	626.0	1448.0	2646.0	3106.0	1830.0	1707.0	458.0	2429.0	777.0	1162.0	1691.0	8857.0	697.0	29446.0	143.0	137.0	159.0	138.0	48.0	1572.0	659.0	3193.0	315.0	45.0	1016.0	1458.0	1411.0	1576.0	215.0	1284.0	609.0	812.0	1748.0	717.0
gRNA_4257	Fgfr2	451.0	280.0	2229.0	1580.0	1389.0	360.0	850.0	181.0	706.0	667.0	380.0	255.0	980.0	162.0	469.0	217.0	581.0	3310.0	566.0	134.0	592.0	106.0	37.0	22.0	7158.0	8879.0	402.0	20.0	345.0	262.0	1151.0	561.0	352.0	605.0	657.0	376.0	551.0	390.0	562.0
gRNA_4258	Fgfr2	847.0	2491.0	978.0	2790.0	971.0	237.0	1803.0	214.0	1194.0	3842.0	515.0	799.0	995.0	10267.0	66.0	883.0	21.0	404.0	3929.0	68.0	3.0	20.0	47.0	5.0	67.0	1641.0	203.0	8.0	7.0	1225.0	1326.0	920.0	298.0	485.0	938.0	339.0	1950.0	540.0	436.0
gRNA_4259	Fgfr2	2205.0	5608.0	3801.0	3583.0	3153.0	2922.0	2002.0	1348.0	3378.0	1117.0	1511.0	1339.0	8375.0	1441.0	743.0	284.0	482.0	1434.0	7737.0	82.0	1058.0	286.0	242.0	5851.0	455.0	766.0	555.0	7510.0	1167.0	4668.0	2876.0	2940.0	2270.0	2118.0	992.0	1816.0	1806.0	1708.0	1098.0
gRNA_4260	Fgfr2	576.0	825.0	204.0	104.0	662.0	847.0	20.0	475.0	232.0	117.0	271.0	70.0	790.0	662.0	1217.0	554.0	285.0	115.0	0.0	72.0	7.0	10.0	10.0	7.0	210.0	525.0	9381.0	821.0	19.0	146.0	251.0	253.0	171.0	105.0	593.0	752.0	1223.0	300.0	277.0
gRNA_4264	Fgfr2	820.0	1791.0	1418.0	3920.0	1743.0	1059.0	1230.0	583.0	1063.0	237.0	281.0	726.0	334.0	2291.0	941.0	397.0	174.0	197.0	561.0	93.0	36.0	59.0	43.0	380.0	338.0	26819.0	12675.0	954.0	85.0	1580.0	2214.0	2956.0	1139.0	1054.0	1916.0	2936.0	1723.0	2108.0	1295.0
gRNA_4265	Fgfr2	498.0	306.0	633.0	2903.0	2957.0	1350.0	3491.0	881.0	958.0	454.0	442.0	287.0	845.0	5265.0	1536.0	529.0	3114.0	838.0	385.0	20.0	207.0	16.0	33.0	13.0	502.0	9905.0	848.0	639.0	249.0	1945.0	1274.0	1135.0	627.0	239.0	696.0	607.0	837.0	221.0	741.0
gRNA_4266	Fgfr2	216.0	1122.0	667.0	1614.0	401.0	619.0	396.0	1142.0	329.0	48.0	2777.0	90.0	31.0	6.0	18.0	574.0	731.0	289.0	575.0	91.0	84.0	10.0	1159.0	268.0	108.0	140.0	20.0	1.0	4.0	165.0	839.0	1435.0	457.0	193.0	1036.0	536.0	1433.0	228.0	950.0
gRNA_4267	Fgfr2	425.0	3419.0	2560.0	2226.0	4705.0	2224.0	3106.0	2710.0	3380.0	817.0	3541.0	1180.0	1536.0	7623.0	1991.0	3609.0	473.0	2131.0	6425.0	42.0	457.0	615.0	233.0	134.0	347.0	159.0	8886.0	1615.0	56.0	2957.0	2824.0	2856.0	2229.0	1198.0	3243.0	2459.0	1575.0	2031.0	1297.0
gRNA_4268	Fgfr2	244.0	1226.0	2652.0	1570.0	3265.0	1999.0	1818.0	524.0	979.0	201.0	2923.0	610.0	2604.0	3334.0	129.0	40.0	97.0	88.0	375.0	42.0	10.0	67.0	53.0	3381.0	2507.0	520.0	38.0	10.0	1349.0	1341.0	1382.0	2385.0	2220.0	2542.0	1485.0	735.0	1795.0	576.0	711.0
gRNA_4269	Fgfr2	1131.0	846.0	490.0	920.0	888.0	676.0	656.0	263.0	489.0	451.0	1429.0	105.0	189.0	357.0	1.0	967.0	790.0	1566.0	299.0	84.0	91.0	56.0	63.0	36.0	295.0	162.0	151.0	6044.0	189.0	857.0	1815.0	2323.0	1817.0	229.0	1117.0	784.0	1333.0	970.0	992.0
gRNA_4270	Fgfr2	275.0	1252.0	671.0	2482.0	618.0	427.0	40.0	536.0	220.0	949.0	1812.0	472.0	4341.0	515.0	3828.0	740.0	909.0	220.0	699.0	16.0	107.0	15.0	61.0	265.0	79.0	29.0	28.0	791.0	29.0	144.0	825.0	704.0	1109.0	372.0	1288.0	396.0	259.0	319.0	660.0
gRNA_4271	Fgfr2	106.0	268.0	138.0	75.0	281.0	119.0	914.0	430.0	25.0	34.0	679.0	81.0	24.0	1062.0	117.0	3794.0	12.0	107.0	61.0	5656.0	14.0	11.0	9.0	335.0	377.0	186.0	12.0	957.0	2573.0	386.0	602.0	636.0	57.0	1239.0	500.0	427.0	183.0	98.0	570.0
gRNA_4272	Fgfr2	430.0	687.0	1061.0	1109.0	1206.0	4813.0	1712.0	818.0	1258.0	379.0	157.0	476.0	940.0	182.0	56.0	60.0	5891.0	5517.0	964.0	209.0	96.0	1957.0	260.0	257.0	631.0	343.0	36.0	4.0	15.0	366.0	512.0	493.0	79.0	431.0	556.0	602.0	880.0	414.0	470.0
